rank,source,enemy_id,tempno,name,total140,avg_score,avg_net,vs_earth_score,vs_earth_net,vs_water_score,vs_water_net,vs_fire_score,vs_fire_net,vs_wind_score,vs_wind_net,script,floor,floors
333,capture_lv1,,31,乌宝宝,2051,2297,1.1200922266139657,3846,1.875,2680,1.3068181818181819,1094,0.5333333333333333,1569,0.7652173913043477,,,200|9000
334,task_getpet,484,315,邦达霍恩,2085,2296,1.10125,3258,1.5625,1334,0.64,1334,0.64,3258,1.5625,king/event69_24,30670,30670
335,capture_lv1,,32,威威,2073,2292,1.1059282822440717,2961,1.4285714285714284,1212,0.5846153846153846,1451,0.7000000000000001,3546,1.7105263157894737,,,200|9000
336,capture_lv1,,772,欧林吉鲁,2069,2288,1.1059282822440717,2956,1.4285714285714284,1210,0.5846153846153846,1448,0.7000000000000001,3539,1.7105263157894737,,,706
337,capture_lv1,,34,威伯,2068,2287,1.1059282822440717,2954,1.4285714285714284,3537,1.7105263157894737,1448,0.7000000000000001,1209,0.5846153846153846,,,816
338,capture_lv1,,291,火鸡,2039,2284,1.1200922266139657,3823,1.875,1560,0.7652173913043477,1087,0.5333333333333333,2665,1.3068181818181819,,,100
339,capture_lv1,,758,拉斯基,2061,2279,1.1059282822440717,2944,1.4285714285714284,1205,0.5846153846153846,1443,0.7000000000000001,3525,1.7105263157894737,,,706
340,task_getpet,1375,695,火的守护兽,1856,2274,1.225,1856,1.0,742,0.39999999999999997,1856,1.0,4640,2.5,genout/msg_116_37_20,116,116
341,capture_lv1,,52,绿龟,2049,2266,1.1059282822440717,2927,1.4285714285714284,3505,1.7105263157894737,1434,0.7000000000000001,1198,0.5846153846153846,,,100
342,task_getpet,1733,854,动物园养的拉斯基,2047,2264,1.1059282822440717,2924,1.4285714285714284,1197,0.5846153846153846,1433,0.7000000000000001,3501,1.7105263157894737,eden1/zoo2/event83_19,60045,60045
343,capture_lv1,,1,乌力,1976,2261,1.1441384063506828,1653,0.8363636363636363,4068,2.058823529411765,2363,1.1956521739130435,960,0.4857142857142857,,,100|11304|11305
344,capture_lv1,,97,森林乌力,1976,2261,1.1441384063506828,1653,0.8363636363636363,4068,2.058823529411765,2363,1.1956521739130435,960,0.4857142857142857,,,8220
345,capture_lv1,,184,卡拉卡利,2014,2256,1.1200922266139657,2632,1.3068181818181819,3776,1.875,1541,0.7652173913043477,1074,0.5333333333333333,,,20104
346,capture_lv1,,111,卡比特,2011,2253,1.120092226613966,2628,1.3068181818181819,1073,0.5333333333333333,1539,0.7652173913043477,3771,1.875,,,100
347,capture_lv1,,103,克洛尔,2025,2240,1.1059282822440717,1418,0.7000000000000001,1184,0.5846153846153846,2893,1.4285714285714284,3464,1.7105263157894737,,,200
348,capture_lv1,,762,昆依特,2025,2240,1.1059282822440717,1418,0.7000000000000001,3464,1.7105263157894737,2893,1.4285714285714284,1184,0.5846153846153846,,,708|7025
349,task_getpet,1376,696,风的守护兽,1897,2170,1.1441384063506828,3906,2.058823529411765,1587,0.8363636363636363,921,0.4857142857142857,2268,1.1956521739130435,genout/msg_116_37_20,116,116
350,capture_lv1,,113,昆伊,1921,2116,1.10125,3002,1.5625,1229,0.64,1229,0.64,3002,1.5625,,,100
351,task_getpet,1373,693,大地守护兽,1711,2096,1.225,1711,1.0,4278,2.5,1711,1.0,684,0.39999999999999997,genout/msg_116_37_20,116,116
352,task_getpet,2080,1060,雷帝斯洛,2507,1003,0.39999999999999997,1003,0.39999999999999997,1003,0.39999999999999997,1003,0.39999999999999997,1003,0.39999999999999997,genout/msg_116_37_20,116,116
